sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
05411,2020,09,2020-09,bbc_news_tv,covid,"allow yourself to be human, and put yourself in your child’s shoes 3 put yourself in your child’s shoes a bit, but also put yourself in your child’s shoes 3 bit, but also know that children don’t yet have fully functional brains, so they don’t have their frontal lobe is as yet, so can’t necessarily think through the full consequences and implications, and the full gravity of this global pandemic situation we find ourselves in, so allow yourself to not be an expert.",positive,1,0.57
05412,2020,09,2020-09,bbc_news_tv,covid,"we ran give a fomm, we ran hear negative from that.",negative,-1,0.5719
05413,2020,09,2020-09,bbc_news_tv,covid,"we can give a forum, we can hear negative stuff as well as ran hear negative stuff as well as good stuff.",negative,-1,0.3182
05414,2020,09,2020-09,bbc_news_tv,covid,can hear negative stuff as well as good stuff.,positive,1,0.0772
05415,2020,09,2020-09,bbc_news_tv,covid,"more new on the group of campaigners representing families whose loved ones have died from coronavirus, who have accused prime minister borisjohnson of being ""heartless"", after he refused to meet them.",negative,-1,0.743
05416,2020,09,2020-09,bbc_news_tv,covid,the covid-19 bereaved families forjustice group said it wrote to mrjohnson five times to request a meeting.,negative,-1,0.4767
05417,2020,09,2020-09,bbc_news_tv,covid,"well, he can do more than have words, he can act and show than have words, he ran act and show that he has that he has learnt lassons, and i think, if you that he has learnt lessons, and i think, if you look back over the course of this pandemic, there has been a series of questions about government decisions, be it on , preparations in the first place, social care, and families who have social rare, and families who have lost social care, and families who have lost loved ones will want to know that the government have understood where it’s gone wrong and have put in place measures to prevent a repeat of some of the horrific scenes we’ve seen this year.",positive,1,0.1779
05418,2020,09,2020-09,bbc_news_tv,covid,"just to read a bit more from his letter, he does address partly what you are saying, he says, i will of course meet members of the public and key workers who have been bereaved as part of covid-19.",negative,-1,0.4767
05419,2020,09,2020-09,bbc_news_tv,covid,each story of loss motivates me to ensure we beat this virus together.,positive,1,0.0772
05420,2020,09,2020-09,bbc_news_tv,covid,"he says, much as i would wish to be able to offer my condolences in person to all of condolances in person to all of those condolences in person to all of those who have suffered loss, that is not possibla so i am and am -- i am unabla to is not possible so i am and am -- i am unable to meet with you and he says, as for the issue of an independent enquiry, the government is clear there will be opportunities to look back and analyse and reflect to look back and analyse and reﬂect on all aspects to look back and analyse and reflect on all aspects of covid-19, and he says, as i have previously made clear, this will include an enquiry at the appropriate time.",positive,1,0.6124
05421,2020,09,2020-09,bbc_news_tv,covid,measures that have helped slow down the flow of migrants but didn’t stop tragedies from taking place.,negative,-1,0.7684
05422,2020,09,2020-09,bbc_news_tv,covid,"lockdown restrictions in the affecting more than a million people in parts of greater manchester, lancashire and west yorkshire are eased, despite strong local opposition.",positive,1,0.2495
05423,2020,09,2020-09,bbc_news_tv,covid,"now, back to the coronavirus restrictions across the .",neutral,0,0.0
05424,2020,09,2020-09,bbc_news_tv,covid,"eight areas of the north of england - where people were told in late july there was to be no visiting another household, even in a garden - are having those restrictions lifted today, although local leaders in two of them - bolton and trafford - would have preferred to keep them because they’re worried about a spike in infections in recent days.",negative,-1,0.5267
05425,2020,09,2020-09,bbc_news_tv,covid,restrictions have eased in some parts of the north-west - but not everyone is happy about it.,negative,-1,0.5263
05426,2020,09,2020-09,bbc_news_tv,covid,"widespread easing in terms of greater manchester, lancashire and west yorkshire, but, lanashire and west yorkshire, but, and that lancashire and west yorkshire, but, and that means, of course, that members of two households can meet members of two households ran meet in their members of two households can meet in their homes and gardens, as long as you maintain social distancing, that remains key, but then you have this situation in bolton, trafford and stockport, asking for a delay in the easing, because they are saying that the infection rates are going up and it isn’t safe to be actually doing this.",positive,1,0.6858
05427,2020,09,2020-09,bbc_news_tv,covid,"we have heard from the greater manchester mare, andy burnham, saying that easing is illogical with cases increasing, so it’s a illogical with rases increasing, so it’s a really illogical with cases increasing, so it’s a really messy situation at the moment, and it’s not clear how this is going to be clarified and how quickly it’s going to be clarified.",negative,-1,0.1222
05428,2020,09,2020-09,bbc_news_tv,covid,glasgow and surrounding areas have new restrictions.,neutral,0,0.0
05429,2020,09,2020-09,bbc_news_tv,covid,"we don’t have that much detail but they are saying, because of an increase in cases, people should not visit in cases, peopla should not visit other in cases, people should not visit other people’s houses, and that will remain in force for the next two weeks.",positive,1,0.4497
05430,2020,09,2020-09,bbc_news_tv,covid,"we have to wait and see, but whether the government will decide there should be automatic quarantine for anybody coming back from greece, again, they are very worried about the situation, particularly on the the situation, particularty on the island the situation, particularly on the island of sante, where people have island of santa, where peopla have come island of sante, where people have come back and there have been clusters of cases in the , particularty clusters of cases in the , particularly lots of young people particularty lots of young peopla partying on particularly lots of young people partying on zante, a real party island, and then they are re-importing cases into the , so that is another big worry which the government needs to deal with.",positive,1,0.5041
05431,2020,09,2020-09,bbc_news_tv,covid,"i want to go back to the chair’s question, about the testing of this algorithm.",positive,1,0.0772
05432,2020,09,2020-09,bbc_news_tv,covid,did you about the testing of this algorithm.,neutral,0,0.0
05433,2020,09,2020-09,bbc_news_tv,covid,"known as comrade duch, who was responsible sort sending more than 1a,000 people to sending more than 14,000 peopla to their their deaths in the 19705.",positive,1,0.3182
05434,2020,09,2020-09,bbc_news_tv,covid,he oversaw a brutal their deaths in the 1970s.,negative,-1,0.6249
05435,2020,09,2020-09,bbc_news_tv,covid,"there is definitely a markedly different feeling westminster yesterday and today, because there are more back now because there are more mp5 back now than there were initially during those little months of lockdown, and we have just come out of the summer recess, so it’s the first time we will see boris and keir will see borisjohnson and keir starmer across the dispatch box and there is probably quite a lot that could come up because, over the summer, there has been quite a lot that the government has had to deal with, that exams, what happened with the a-levels and results, where the a-levels and results, where the cupboard the a-levels and results, where the cupboard had to u-turn and came the cupboard had to u-turn and fame in for a lot of the cupboard had to u-turn and came in for a lot of flak, questions over in for a lot of ﬂak, questions over the economy, in for a lot of flak, questions over the economy, because some of the key support schemes, they are coming to an end, so it’s about government plans about that, it’s about how the government might pay for some of the big spending bills it has racked up as it tried to put in some support throughout this pandemic, and of course today we have had this story about some of the families who lost loved ones during the covid pandemic who wanted a meeting with the prime minister, and they say today they don’t think that’s going to happen because they have received a letter from boris so it’s possible from doris johnson, so it’s possibla that from borisjohnson, so it’s possible that could come up, so there is plenty there, but as ever with prime minister’s questions what is also important is the mood in the house of commons, and we know that, before recess, during lockdown, some people recess, during lockdown, some peopla thought that recess, during lockdown, some people thought that keir starmer, the labour leader, had the advantage because they said he had a very calm way for questioning, which really pinned boris and boris pinned boris johnson, and boris johnson did better with the support of his backbenchers, so we will see how that might feel different today, and it’s what comes up from the backbenchers themselves, what questions they choose to put to the prime minister and how he responds.",positive,1,0.9649
05436,2020,09,2020-09,bbc_news_tv,covid,because obviously these have been testing months.,neutral,0,0.0
05437,2020,09,2020-09,bbc_news_tv,covid,"yeah, you have to remember that boris got elected with that boris johnson got eluted with only an 80 that borisjohnson got elected with only an 80 seat majority only in december and then of course the country and the world was hit with a global pandemic, so they might have knocked his original priorities of course, but from a government perspective what they are hoping to do is rest firmly back onto that ground, the things about the economic recovery and making sure those seats they won last year are well catered for, there has been some real discontent though on the tory backbenchers about how the government has handled all of this.",positive,1,0.9485
05438,2020,09,2020-09,bbc_news_tv,covid,"speaker, perhaps i could begin by congratulating the right honourable gentleman on his birthday and say to him that on the exams and the stress that young people have been through over the summer both the secretary of state for education and i understand very well how difficult it has been for them and for their families going through a pandemic at a time when we have not been able because of that have not been able berause of that pandemic, in have not been able because of that pandemic, in common with most other countries in the world, to stage normal examinations.",neutral,0,0.0183
05439,2020,09,2020-09,bbc_news_tv,covid,"because the next major decision for the prime minister is on the furlough scheme, with jobs of millions of people at with jobs of millions of peopla at risk.",negative,-1,0.2732
05440,2020,09,2020-09,bbc_news_tv,covid,"the longer he delays, the more they are at risk, so will he act now, finally get this decision right and commit to extend the furlough for those sectors and workers who desperately need it?",negative,-1,0.2023
05441,2020,09,2020-09,bbc_news_tv,covid,"what he wants to do is extend the furlough scheme, which this country has already spent £40 billion.",positive,1,0.1779
05442,2020,09,2020-09,bbc_news_tv,covid,"speaker, itake full response ability for everything that has happened under this government throughout my period in office and actually what has happened so far is that we have succeeded in turning the tide of this pandemic and in spite of the negativity and the constant sniping from the opposition, we are seeing a country that is not only going back to school, but going back to work.",negative,-1,0.2023
05443,2020,09,2020-09,bbc_news_tv,covid,"speaker, the prime minister will recall that before the recess i asked him if he would meet the covid-19 bereaved families for justice group.",positive,1,0.0772
05444,2020,09,2020-09,bbc_news_tv,covid,they gave me incredibly moving accounts of how covid-19 had taken taken their loved ones from them.,positive,1,0.5994
05445,2020,09,2020-09,bbc_news_tv,covid,and i sympathise deeply with all those who have lost loved ones throughout this pandemic.,positive,1,0.3818
05446,2020,09,2020-09,bbc_news_tv,covid,"i hope, speaker, he will also say that it is safe for the work force of this country to work in a covid-19 secure way.",positive,1,0.802
05447,2020,09,2020-09,bbc_news_tv,covid,"were not only getting the pandemic under control, with death down and hospital admissions way down.",negative,-1,0.5994
05448,2020,09,2020-09,bbc_news_tv,covid,"we will continue to tackle it with local lockdown is, with our with oral lockdown is, with our superiative with local lockdown is, with our superlative test and tray system, supertative test and tray system, which by the superlative test and tray system, which by the way before they sneer, before they mock at it, speaker, has now conduct more tests than any other country in europe.",negative,-1,0.4215
05449,2020,09,2020-09,bbc_news_tv,covid,"speaker, i members of opposite on all parties seem to want to extend the furlough scheme, which has already cost this country £40 billion, help supported 11 million peopla, but billion, help supported 11 million people, but after all keeps them in suspended animation and prevents them from going to work.",positive,1,0.7684
05450,2020,09,2020-09,bbc_news_tv,covid,the furlough scheme is there to protect people so they can come back protect peopla,positive,1,0.6369
05451,2020,09,2020-09,bbc_news_tv,covid,"speaker, france, germany and ireland have extended their furlough scheme into 2021.",neutral,0,0.0
05452,2020,09,2020-09,bbc_news_tv,covid,we all know that jobs are under threat if the furlough scheme ends in october.,negative,-1,0.5267
05453,2020,09,2020-09,bbc_news_tv,covid,will he do his duty and extend the furlough scheme?,positive,1,0.1779
05454,2020,09,2020-09,bbc_news_tv,covid,"speaker, what we are doing is not only continuing with the furlough scheme, as he knows, until the end of the month, which is by far more generous, by the way, than anything",positive,1,0.5563
05455,2020,09,2020-09,bbc_news_tv,covid,"we are continuing with it, but we will also after that scheme elapses, we will get on with other measures to support people in work and starting support peopla in work and starting today there is support people in work and starting today there is the kickstarter scheme to help young people get the jobs that they need.",positive,1,0.9349
05456,2020,09,2020-09,bbc_news_tv,covid,"well, speaker, as the right honourable gentleman knows, there are a great number of schemes in addition to the job retention scheme that support people in work and in all sorts of sectors, the coronavirus loans, they bounce back the coronavims loans, they bounce back loans, the coronavirus loans, they bounce back loans, the grants that have been made to businesses of all kinds.",positive,1,0.9217
05457,2020,09,2020-09,bbc_news_tv,covid,but it is also very important that we get people back into the workplace in a covid-19 secure way and unlike the leader of the opposition we do absolutely hope to give them confidence that it is a good idea to go back.,positive,1,0.9603
05458,2020,09,2020-09,bbc_news_tv,covid,"as he will know, the rules around access to schemes the mles around access to schemes for the rules around access to schemes for alternative finance are not the responsibility of my rational friend, the chancellor, but for the bank of england, but i’m sure the government will have heard him today.",positive,1,0.6187
05459,2020,09,2020-09,bbc_news_tv,covid,"7 billion of support and in scotland, as i’m sure he never tires of saying, the overall support for tackling coronavirus has been in the order of about £4 billion.",positive,1,0.7717
05460,2020,09,2020-09,bbc_news_tv,covid,"now, one positive is among the gloom of the covid-19 pandemic is that this year’s i am a celebrity will be found not in new south wales will be found not in new south walas australia, will be found not in new south wales australia, but in our own north walas.",neutral,0,0.0
05461,2020,09,2020-09,bbc_news_tv,covid,"even if i cannot tempt the panellist to take part in a welsh tucker trial, would he commend on its choice of venue and welcome the positive impact this can have on the positive impact this ran have on the regional the positive impact this can have on the regional economy?",positive,1,0.9493
05462,2020,09,2020-09,bbc_news_tv,covid,"given so many public sector workers, such as nurses, police, firefighters, teachers and others have put their lives on the line to fight covid-19, surely this would be an unconscionable betrayal?",negative,-1,0.5423
05463,2020,09,2020-09,bbc_news_tv,covid,does he agree with me that the fantastic skills these workers have a vital as part of our green recovery and will he work to me with me to assure the term success of our button manufacturer’s of both domestic and export markets?,positive,1,0.9246
05464,2020,09,2020-09,bbc_news_tv,covid,"i was a keen custom of alexander dennis and his fantastic machines and i hope that our bean recovery and a massive investment in green buses, and i can’t guarantee this, but i hope it will be of benefit to the workforce of alexander dennis.",positive,1,0.9239
05465,2020,09,2020-09,bbc_news_tv,covid,"speaker, the prime minister is stumbling forward into mass unemployment with the sudden and universal removal of furlough and towards a further spike and resurgence in coronavirus, due and resurgence in coronavims, due to making and resurgence in coronavirus, due to making people who are working to making peopla who are working from to making people who are working from home travel to work.",negative,-1,0.4404
05466,2020,09,2020-09,bbc_news_tv,covid,"in order to minimise further and future bad decisions and u-turns, will he fully restore the online parliament, so restore the online partiament, so that all restore the online parliament, so that all voters can be fully represented in all debates and all lawmaking, as happens in the welsh government and the scottish government and the lords, whether are shielded or unshielded, so that we make the best decisions with the least harm during the pandemic and during the recession by the reintroduction of proper online democracy?",positive,1,0.8212
05467,2020,09,2020-09,bbc_news_tv,covid,i think actually what the people of this country want what the peopla of this country want to see is what the people of this country want to see is their representatives back on their seats as fast as possible on their seats as fast as possibla in the on their seats as fast as possible in the palace of westminster and that is what we should work for and that is we are working together to drive down this virus and create a covid-19 secure environment.,positive,1,0.6597
05468,2020,09,2020-09,bbc_news_tv,covid,thank 7°“- a covid-19 secure environment.,positive,1,0.5994
05469,2020,09,2020-09,bbc_news_tv,covid,"i what i want to say to her is that this is a global pandemic that this government is dealing with extremely effectively as a medical level and what we want to do now is in a covid-19 secure way, not only get our children back to school because our children hack to school because that is our children back to school because that is what is happening today, in spite of the i don’t know where she has been on this question, but in spite of the leader of the opposition and his colleagues, and what we also want to do is get our country and economy back on its feet again and get us back to work, so i hope that she again and get us back to work, sol hope that she and her colleagues will say that it is also safe to go back to work in a covid-19 secure way.",positive,1,0.9155
05470,2020,09,2020-09,bbc_news_tv,covid,low public confidence in social distancing measures means many businesses are struggling.,negative,-1,0.1531
05471,2020,09,2020-09,bbc_news_tv,covid,"if thejob retention scheme ends in october, there will be catastrophic consequences for workers, businesses and the economy so, despite earlier waffle from the so, despite eartier wafﬂe from the prime so, despite earlier waffle from the prime minister, i am asking again, will he commit to extending the job retention scheme or are we to expect more government incompetence, resulting in unnecessary redundancies and further strains on direct the honourable lady to what i have already said, which is that there will always be those who argue for infinite extension of the furlough scheme and who want to keep people off work, unemployed, being paid substantial sums for a very long time.",negative,-1,0.6096
05472,2020,09,2020-09,bbc_news_tv,covid,but indefinite furlough is just not the answer.,neutral,0,0.0
05473,2020,09,2020-09,bbc_news_tv,covid,"there are some breaking lies that emerged that i want to bring you stop while that i want to bring you stop whila prime that i want to bring you stop while prime minister’s questions was under way, we heard that there has been u-turn on the local restrictions u-turn on the oral restrictions around u-turn on the local restrictions around covid-19 in bolton and trafford.",negative,-1,0.7579
05474,2020,09,2020-09,bbc_news_tv,covid,"we were reporting earlier that they were being lifted, but there was a lot of local unhappiness there was a lot of oral unhappiness because there was a lot of local unhappiness because there had been a spike in the number of cases, and now the health secretary has announced that that is going to be changed.",negative,-1,0.9366
05475,2020,09,2020-09,bbc_news_tv,covid,let’s go back to the restrictions around covid-19 in bolton and trafford.,neutral,0,0.0
05476,2020,09,2020-09,bbc_news_tv,covid,"we were just talking a while ago about the change and how whila ago about the change and how peopla are while ago about the change and how people are unhappy, and now the restrictions have come back.",negative,-1,0.4215
05477,2020,09,2020-09,bbc_news_tv,covid,"just earlier, we were talking about more eartier, we were talking about more than a earlier, we were talking about more than a million people in greater manchester, lancashire, west yorkshire looking forward to restrictions being eased so that members of two households could actually meet up with each other, but actually, at that time, we did know that bolton and trafford, these two key areas, were asking for a delay in the easing, because they are saying there has been a significant spike of infections.",positive,1,0.4767
05478,2020,09,2020-09,bbc_news_tv,covid,andy burnham had been saying it was a logical to carry on with easing the restrictions in this situation.,positive,1,0.25
05479,2020,09,2020-09,bbc_news_tv,covid,"in the last hour or so, we have had a statement from health secretary matt hancock saying there has been a significant change in the level of infection rates so bolton and trafford will remain under the existing restrictions, which means members of two households in those areas will not be able to meet up.",positive,1,0.2023
05480,2020,09,2020-09,bbc_news_tv,covid,"the local tory , chris green, for bolton and alberton, said, despite what i had local press have despite what i had oral press have said, despite what i had local press have said, bolton is being kept in local lockdown and i’m disappointed in how this important decision has been communicated because of the impact this will have on people’s lives.",negative,-1,0.2732
05481,2020,09,2020-09,bbc_news_tv,covid,speaking at first minister’s questions - nicola sturgeon has been addressing the fresh restrictions and the latest deaths in the country.,positive,1,0.3182
05482,2020,09,2020-09,bbc_news_tv,covid,"an additional 156 cases of covid were found yesterday, and the total number now is 20,788.",positive,1,0.1513
05483,2020,09,2020-09,bbc_news_tv,covid,"86 of the new cases are in greater glasgow and rases are in greater glasgow and lyde, 26 in cases are in greater glasgow and clyde, 26 in lanarkshire, 16 in lyde, 26 in lanarkshire, 16 in lothian clyde, 26 in lanarkshire, 16 in lothian and six in ayrshire and arran.",positive,1,0.5994
05484,2020,09,2020-09,bbc_news_tv,covid,"258 patients are in hospital, six fewer than yesterday, and five people are in intensive care, one people are in intensive rare, one fewer people are in intensive care, one fewer than yesterday that i am sorry to say that, in the last 2a hours, to say that, in the last 24 hours, one death to say that, in the last 2a hours, one death was registered of a patient who had tested positive, and the number of deaths and that measurement 2495 the in additional, national record of scotland has introduced its latest update, which includes cases where covid is a includes rases where covid is a suspected includes cases where covid is a suspected contributory cause of death.",negative,-1,0.6705
05485,2020,09,2020-09,bbc_news_tv,covid,the latest update covers the week up to sunday the 30th of august and shows the total of a bridge to death with a or presumed link to covid is now a228.,negative,-1,0.5994
05486,2020,09,2020-09,bbc_news_tv,covid,six of those were covid is now 4228.,neutral,0,0.0
05487,2020,09,2020-09,bbc_news_tv,covid,six of those were registered in covid is now a228.,neutral,0,0.0
05488,2020,09,2020-09,bbc_news_tv,covid,"two were in care homes, two fewer than were in rare homes, two fewer than the previous were in care homes, two fewer than the previous week, and my condolences go to everyone who has lost a loved one.",positive,1,0.8402
05489,2020,09,2020-09,bbc_news_tv,covid,"last night, we announced that greece has been added to the list of countries subject to quarantine restrictions.",neutral,0,0.0
05490,2020,09,2020-09,bbc_news_tv,covid,test and protect has had in recent days that a number of new covid cases can be a number of new covid cases ran be connected a number of new covid cases can be connected to individuals returning from that country and any restrictions apply from thorium tomorrow.,positive,1,0.5423
05491,2020,09,2020-09,bbc_news_tv,covid,"given the uncertainties inherent in a global pandemic, i want to repeat my advice for people to be very cautious about nonessential foreign travel right now.",negative,-1,0.4201
05492,2020,09,2020-09,bbc_news_tv,covid,there can be no guarantee that the rules on quarantine will not the mles on quarantine will not change while the rules on quarantine will not change while you are awake and change whila you are awake and affect you on change while you are awake and affect you on your return.,negative,-1,0.1877
05493,2020,09,2020-09,bbc_news_tv,covid,the level of covid is particularty guidance.,neutral,0,0.0
05494,2020,09,2020-09,bbc_news_tv,covid,the level of covid is particularly high and rising in particularty high and rising in these particularly high and rising in these areas given the cole we know cobra ran these areas given the cole we know cobra can take doing nothing was not cobra ran take doing nothing was not an option.,neutral,0,0.0
05495,2020,09,2020-09,bbc_news_tv,covid,the date we now get from test and protect allows us to be more targeted in the measures we take and what we know is that unlike the cluster in aberdeen 3 take and what we know is that unlike the cluster in aberdeen a few weeks ago data so far suggests that transmission in western scotland is happening not exclusively but mainly in people’s homes.,positive,1,0.2023
05496,2020,09,2020-09,bbc_news_tv,covid,"second, if any member of your household is identified as a close contact for somebody who has tested positive, we will ask the whole household eye slit for days, and household eye slit for 14 days, and oral household eye slit for days, and local authorities are stepping up oral authorities are stepping up support local authorities are stepping up support arrangements.",positive,1,0.8402
05497,2020,09,2020-09,bbc_news_tv,covid,"lastly, visits to care homes in these areas is restricted to outdoor only, and hospital visiting will return to essential visits only.",positive,1,0.1531
05498,2020,09,2020-09,bbc_news_tv,covid,these restrictions will be in place for two weeks and reviewed in one week.,neutral,0,0.0
05499,2020,09,2020-09,bbc_news_tv,covid,and we hope they will allow spread to be contained at an early stage without contained at an earty stage without the contained at an early stage without the need for further measures later.,positive,1,0.5859
05500,2020,09,2020-09,bbc_news_tv,covid,"if we let it, the virus will spread rapidly but, if we stick to some basic rules and continue to to some basic mles and continue to make to some basic rules and continue to make some sacrifices we can stop it.",negative,-1,0.4215
05501,2020,09,2020-09,bbc_news_tv,covid,"bluntly, but only works if we all do blunﬂy, but only works if we all do these things, bluntly, but only works if we all do these things, so please make sure you are aware of the rules and stick you are aware of the mles and stick to them you are aware of the rules and stick to them and follow face coverings, avoiding public bases, clean hands and hard surfaces, keep two metres distance and, self-isolate and book a test if you have this is more important than it has been at any stage of the pandemic so far.",positive,1,0.8696
05502,2020,09,2020-09,bbc_news_tv,covid,nicola sturgeon on the new restrictions in glasgow.,neutral,0,0.0
05503,2020,09,2020-09,bbc_news_tv,covid,pupils in england and wales have been going back to school after the unprecedented shutdown during the coronavirus pandemic.,neutral,0,0.0
05504,2020,09,2020-09,bbc_news_tv,covid,"our correspondent, tomos morgan, went to a primary school in barry island earlier to see what measures have been put in place for children to return to the classroom safely.",positive,1,0.4939
05505,2020,09,2020-09,bbc_news_tv,covid,barry island primary school is reopening for some pupils today in wales.,neutral,0,0.0
05506,2020,09,2020-09,bbc_news_tv,covid,"i was lucky during the whole covid crisis because we used the hub, but they missed their friends, that teacher contact and learning.",positive,1,0.1779
05507,2020,09,2020-09,bbc_news_tv,covid,"i’m lucky to work with the dynamic teaching team, so they are really the hands-on, integral to setting up the school ready and again going with the risk assessments based on government guidelines and the local authority’s advice.",positive,1,0.7003
05508,2020,09,2020-09,bbc_news_tv,covid,"let’s go back to that breaking news in the last few moments that there has been a government u-turn over the lockdown restrictions in bolton and old trafford, and trafford, surrey, where restrictions are going to remain after they were supposed to have been lifted after the health secretary was in consultation with oral secretary was in consultation with local leaders and there was a big oral leaders and there was a big surge in the local leaders and there was a big surge in the level of infection rates in the last few days.",neutral,0,0.0
05509,2020,09,2020-09,bbc_news_tv,covid,"as you would imagine, there has been a lot of reaction to this decision, because people thought the restrictions were going, and now they have been told they are not.",neutral,0,0.0
05510,2020,09,2020-09,bbc_news_tv,covid,"he says, despite what i and local he says, despite what i and oral press he says, despite what i and local press understood, bolton is being kept in oral press understood, bolton is being kept in local lockdown.",neutral,0,0.0
05511,2020,09,2020-09,bbc_news_tv,covid,"but apparently they haven’t had any response by last night, so this morning the mayor of greater manchester was out saying that he was unhappy about the restrictions being eased, and now, just in the last half an hour or so, that hancock has the restrictions are going to be put back in place.",positive,1,0.3291
05512,2020,09,2020-09,bbc_news_tv,covid,millions of pupils in england return after the coronavirus lockdown.,neutral,0,0.0
05513,2020,09,2020-09,bbc_news_tv,covid,we’ll be seeing how they’re getting on and asking if the safety measures are working.,positive,1,0.4215
05514,2020,09,2020-09,bbc_news_tv,covid,"another government u-turn - hours after lifting them, restrictions in two parts of manchester are reimposed.",neutral,0,0.0
05515,2020,09,2020-09,bbc_news_tv,covid,"then throw in the added baggage of coronavirus, weighing on 11-year-old shoulders.",neutral,0,0.0
05516,2020,09,2020-09,bbc_news_tv,covid,masked for the bus ride but eager to learn after months of lockdown.,positive,1,0.5023
05517,2020,09,2020-09,bbc_news_tv,covid,"we were missing out on a lot of learning during covid, so it’s good to be back.",positive,1,0.2449
05518,2020,09,2020-09,bbc_news_tv,covid,"the signage around the school is excellent, amy knows what’s expected of her, so i think we’re feeling as positive as we can.",positive,1,0.8316
05519,2020,09,2020-09,bbc_news_tv,covid,"we hope that, at least, this will give them the chance to get settled into school and then if there are cases and we find there has to be lockdowns, or things change again, then they will at least know what they are doing and they will be citation: news, 10:00 02/09/2020, news 24, 180 mins.",positive,1,0.5994
05520,2021,04,2021-04,bbc_news_tv,covid,another lockdown in france as a third wave threatens - nonessential shops and schools will shut this weekend for 4 weeks.,negative,-1,0.3818
05521,2021,04,2021-04,bbc_news_tv,covid,"fewer than one in five people in britain ask for a covid test if they have symptoms, and few follow self-isolation rules - that’s according to a new study.",neutral,0,0.0
05522,2021,04,2021-04,bbc_news_tv,covid,france will enter another lockdown on saturday.,neutral,0,0.0
05523,2021,04,2021-04,bbc_news_tv,covid,"france has seen a rise in the number of new cases and hospitalisations recently - with nearly 60,000 new infections reported yesterday and 5,000 people with covid now in intensive care.",positive,1,0.5423
05524,2021,04,2021-04,bbc_news_tv,covid,the country’s president emmanuel macron said it risked losing control over the virus if it failed to deal with the accelerating outbreak.,negative,-1,0.7783
05525,2021,04,2021-04,bbc_news_tv,covid,"there is fear expressed by doctors across the country, particularly in paris, nice, that if nothing is done we are going to reach that point we’ve been close to before where there just aren’t enough beds in critical care to cope with the covid input, plus other conditions.",positive,1,0.2177
05526,2021,04,2021-04,bbc_news_tv,covid,"and so once again, for the third time, we have lockdown now.",neutral,0,0.0
05527,2021,04,2021-04,bbc_news_tv,covid,"it’s not the same kind of lockdown that we had a year ago, it is much looser in the sense you can go out on the street pretty much as you wish as long as you don’t go ten kilometres from your home.",positive,1,0.7096
05528,2021,04,2021-04,bbc_news_tv,covid,"that is an important change, because president macron has prided himself on making france different from other countries in europe in keeping to a third way on the lockdown front, not going down the road of complete shutdowns but keeping some places open.",positive,1,0.1027
05529,2021,04,2021-04,bbc_news_tv,covid,"doctors told him it wasn’t the right approach because with the british variant arriving we are going to have a big hit at the end of march, and there has been that big surge, and he’s now had to do what he said he wasn’t going to do.",neutral,0,0.0
05530,2021,04,2021-04,bbc_news_tv,covid,"macron yesterday was talking about accelerating the vaccination programme, and it is picking up.",neutral,0,0.0
05531,2021,04,2021-04,bbc_news_tv,covid,coming out from the office for national statistics this morning - including more about long covid - and new information on vaccine hesitancy.,negative,-1,0.2263
05532,2021,04,2021-04,bbc_news_tv,covid,the says vaccine hesitancy among adults is decreasing.,negative,-1,0.2263
05533,2021,04,2021-04,bbc_news_tv,covid,how many people have long covid?,neutral,0,0.0
05534,2021,04,2021-04,bbc_news_tv,covid,how many peopla have long covid?,neutral,0,0.0
05535,2021,04,2021-04,bbc_news_tv,covid,probably just how many people have long covid?,neutral,0,0.0
05536,2021,04,2021-04,bbc_news_tv,covid,probably just over 1 how many people have long covid?,neutral,0,0.0
05537,2021,04,2021-04,bbc_news_tv,covid,"a more helpful number is probably what are your chances if you get covid-19, about 20%",positive,1,0.6674
05538,2021,04,2021-04,bbc_news_tv,covid,"still you get covid-19, about 2096 still having you get covid-19, about 20% still having after a month and a one in seven chance of getting to 12 months, surrey, 12 weeks.",positive,1,0.25
05539,2021,04,2021-04,bbc_news_tv,covid,"so one in five people still but 2096, so one in five people still experiencing but 20%, so one in five people still experiencing long covid symptoms, said it interfered a lot with their day-to-day activities.",neutral,0,0.0
05540,2021,04,2021-04,bbc_news_tv,covid,"there is no real definition of long covid, it’s a constellation of but this is a rough and ready way of getting at it and it suggests that the peopla at it and it suggests that the people who still experienced symptoms, a lot of them are significantly impacted.",positive,1,0.3919
05541,2021,04,2021-04,bbc_news_tv,covid,"in terms of numbers of people who are worried numbers of peopla who are worried about numbers of people who are worried about the vaccine, what are the figures suggest?",negative,-1,0.6808
05542,2021,04,2021-04,bbc_news_tv,covid,"fewer and fewer people are saying therve fewer and fewer people are saying they’ve refused a jab or they wouldn’t take it if they’re offered, wouldn’t take it if therre offered, or they don’t wouldn’t take it if they’re offered, or they don’t know.",negative,-1,0.296
05543,2021,04,2021-04,bbc_news_tv,covid,"the worry has always been easy different groups, particularly when different groups, particularty when you look at different groups, particularly when you look at black communities where in previous data it was nearly half in previous data it was nearty half of peopla in previous data it was nearly half of people expressed some form of vaccine hesitancy, about 44%.",negative,-1,0.2263
05544,2021,04,2021-04,bbc_news_tv,covid,"that vaccine hesitancy, about 4496.",negative,-1,0.2263
