sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
02517,2021,07,2021-07,bbc_news_tv,covid,"i think what is interesting here is that when it comes to the pandemic, he was on the hack bench comes to the pandemic, he was on the back bench as an , he was not on hack bench as an , he was not on the front back bench as an , he was not on the front line for this, and one cabinet member said to me it is not that he is more or less in favour of that he is more or lass in favour of restrictions that he is more or less in favour of restrictions than matt hancock, it is more that he has not been through that experience of being on the front line.",surprise,0.547725
02518,2021,07,2021-07,bbc_news_tv,covid,"he can come into the department of health where we are hopefully in a position that we are at the tail end of the pandemic, hopefully, but i certainly think he has made it very clear how he feels about certain restrictions.",neutral,0.96013
02519,2021,07,2021-07,bbc_news_tv,covid,"i understand that things like school bubbles he thinks that schools are huhhlas he thinks that schools are being too bubbles he thinks that schools are being too over prescriptive about it, they need to be a bit more relaxed about it, not sending home whole school years if one people test positive.",neutral,0.496507
02520,2021,07,2021-07,bbc_news_tv,covid,"in the split ruling, the judges wrote the trial should not have gone ahead because of an immunity deal he had struck with a immunity deal he had with a previous immunity deal he had struck with a previous prosecutor.",anger,0.51219
02521,2021,07,2021-07,bbc_news_tv,covid,"first of all, the furlough scheme is credited with keeping so many businesses going throughout this pandemic.",neutral,0.70106
02522,2021,07,2021-07,bbc_news_tv,covid,"the latest figures out today showed there is just over 1 million people who are today showed there is just overi million people who are still fully million peopla who are still fully furloughed, million people who are still fully furloughed, fully of work, that’s come down from around 8 million peopla at the come down from around 8 million people at the end of last year and those figures cover up to the end of may, so it’s quite possible that may, so it’s quite possibla that already may, so it’s quite possible that already we are down into the low hundreds of thousands rather than the millions, and i think assuming we see a fuller reopening on a couple of weeks’ time on the 19th of couple of weeks“ time on the 19th of july, it may well couple of weeks’ time on the 19th of july, it may well be that by august and september we are in the low hundreds of thousands of people who hundreds of thousands of peopla who are still hundreds of thousands of people who are still left on furlough.",neutral,0.715073
02523,2021,07,2021-07,bbc_news_tv,covid,i think in all likelihood the scheme will largely wind itself up over the next few months so we will need to then focus on how we can support those focus on how we ran support those peopla who are focus on how we can support those people who are still on furlough and peopla who are still on furlough and don’t people who are still on furlough and don’t have peopla who are still on furlough and don’t have jobs people who are still on furlough and don’t have jobs to go back to to get the help they need to then find new jobs in the economy.,neutral,0.677282
02524,2021,07,2021-07,bbc_news_tv,covid,"essences need certainty and that has been a clear message over the last year, particularly when the threat of the particularty when the threat of the furlough particularly when the threat of the furlough scheme being wound up last year led to really significant increases in redundancies.",fear,0.904938
02525,2021,07,2021-07,bbc_news_tv,covid,we are all hoping we don’t get more variants and increased hospitalisations and deaths.,neutral,0.826972
02526,2021,07,2021-07,bbc_news_tv,covid,"but god forbid if that were to happen, we would need to know that we could have similar support measures in future if industries had to shut down again and if people to shut down again and if peopla were to shutdown again and if people were not able to do their would you like to hear that kind of commitment actually come from the government, that while everything seems to be going well at the moment, the economy is opening up, everyone is looking forward to july 19 and so on, potentially if there is a big spike in infections, if there are targeted lockdowns, or whatever we decide to do as a nation, across the four home nations in order to deal with an upsurge in cases, that the government has got to be prepared to step in again?",neutral,0.805287
02527,2021,07,2021-07,bbc_news_tv,covid,the key measure there is hospitalisations and deaths rather than infections.,neutral,0.785377
02528,2021,07,2021-07,bbc_news_tv,covid,at the moment it does look like that link is breaking between infections and hospitalisations and bend deaths.,neutral,0.801561
02529,2021,07,2021-07,bbc_news_tv,covid,"if that continues to be the case and that continues to be the use and there that continues to be the rase and there is that continues to be the case and there is nothing to suggest it isn’t the rase, there is nothing to suggest it isn’t the case, then we should be able to the use, then we should be able to come at the case, then we should be able to come at the least, continue with this level of restrictions, and one would hope start to ease restrictions over the next few weeks.",neutral,0.950235
02530,2021,07,2021-07,bbc_news_tv,covid,"i think the government needs to be clear, if in future there is a government induced lockdown where the government requires firms to dose the government requires firms to close and requires parts of the dose and requires parts of the economy to close and requires parts of the economy to close on people to economy to dose on peopla to restrict economy to close on people to restrict their movements, that we will use measures like this in future.",fear,0.669838
02531,2021,07,2021-07,bbc_news_tv,covid,"the official list of covid-19 should be expanded as the existing one could ""miss many covid-19 cases"" - so says a group of scientists who have argued their case in the british medicaljournal.",neutral,0.89379
02532,2021,07,2021-07,bbc_news_tv,covid,let’s get more from professor tim spector of king’s college london who set up the zoe covid study app for people to report their symptoms.,neutral,0.913542
02533,2021,07,2021-07,bbc_news_tv,covid,and we know what people are reporting everyday and how many of those are testing positive.,neutral,0.757865
02534,2021,07,2021-07,bbc_news_tv,covid,"in the last month of around 1 million people giving us data, we million peopla giving us data, we are million people giving us data, we are seeing a very different pattern to what we saw earlier in the to what we saw eartier in the epidemic to what we saw earlier in the epidemic where the top five symptoms, in a way, regardless of whether you have been vaccinated or not, are really ones that resemble a cold.",neutral,0.690615
02535,2021,07,2021-07,bbc_news_tv,covid,"50, loss of smell is down symptoms.",disgust,0.82624
02536,2021,07,2021-07,bbc_news_tv,covid,"so, loss of smell is down ranked at symptoms.",disgust,0.768554
02537,2021,07,2021-07,bbc_news_tv,covid,"so, many people are getting infected, either young people without a vaccine, or those peopla without a vaccine, or those who have people without a vaccine, or those who have had even one or two shots and not thinking they have got covid and staying at work, or going to the pub infecting other people just pub infecting other peopla just thinking pub infecting other people just thinking they have a mild cold.",neutral,0.844468
02538,2021,07,2021-07,bbc_news_tv,covid,if you ring nhs111 and tried to get a test you might be told you can’t get one because you don’t have one of those classic symptoms.,neutral,0.818644
02539,2021,07,2021-07,bbc_news_tv,covid,50 it could be as many as half of the cases are being many as half of the rases are being missed many as half of the cases are being missed at the moment because of this.,sadness,0.480454
02540,2021,07,2021-07,bbc_news_tv,covid,"well, i’m convinced that we are missing lots of rases, convinced that we are missing lots of cases, that people are infecting other people unknowingly and don’t other peopla unknowingly and don’t think they other people unknowingly and don’t think they have covid.",joy,0.494379
02541,2021,07,2021-07,bbc_news_tv,covid,"let’s change the information given to both the public and the doctors and health professionals so that we can make professionals so that we ran make everyone professionals so that we can make everyone aware that at the moment, in this period of time, cold like are the predominant one is for people testing positive with for peopla testing positive with covid.",neutral,0.945467
02542,2021,07,2021-07,bbc_news_tv,covid,for people testing positive with covid.,neutral,0.574296
02543,2021,07,2021-07,bbc_news_tv,covid,"thejoint committee on vaccination and immunisation, which advises the government, says the over-50s and vulnerable should get a boosterfrom september, alongside the flu jab.",fear,0.545083
02544,2021,07,2021-07,bbc_news_tv,covid,what you have to remember is that we have still got a lot of very vulnerable people in our community that have had their second dose of vaccine,neutral,0.872831
02545,2021,07,2021-07,bbc_news_tv,covid,"it is looking like it is holding up pretty well with covid for at least six months, we just want to have some insurance that those vulnerable groups have the opportunity to receive for this winter that is coming up.",neutral,0.956785
02546,2021,07,2021-07,bbc_news_tv,covid,"beyond our wildest imagination, right at the start of the programme how effective they have been, and we see absolutely no reason why, once you have had a booster dose, it may not last for quite a long time.",surprise,0.670463
02547,2021,07,2021-07,bbc_news_tv,covid,"this is a new virus, it is a very agile virus and there are all sorts of other factors to be taken into consideration, like the emergence of new variants and vaccine effectiveness and so.",neutral,0.941859
02548,2021,07,2021-07,bbc_news_tv,covid,what will the rules be for this booster?,neutral,0.905744
02549,2021,07,2021-07,bbc_news_tv,covid,"we have got a study called covboost that is going on in oxford at the moment, looking at mixing vaccine schedules and boosting vaccine schedules.",neutral,0.938835
02550,2021,07,2021-07,bbc_news_tv,covid,so boosting vaccines with many different types of vaccine and boosting vaccines with the same vaccine type.,neutral,0.828983
02551,2021,07,2021-07,bbc_news_tv,covid,"so it is likely that there will be a mix between people that will receive the same vaccine type for their booster and some that will receive different, but as soon as we are clear on what we think is the best policy for those individual groups, we will advise the government accordingly.",neutral,0.966244
02552,2021,07,2021-07,bbc_news_tv,covid,"and then in 2024 the rules between the and 2024 the mles between the and the , the 2024 the rules between the and the , the brexit deal, the amount of components we can have in the car of components we ran have in the far from of components we can have in the car from outside the , the more we get in from outside the and the the harder it will be for nissan to sell those cars to the which is their biggest buyer.",neutral,0.791516
02553,2021,07,2021-07,bbc_news_tv,covid,new research suggests that covid-19 may be common in cats and dogs whose owners have the virus.,neutral,0.8968
02554,2021,07,2021-07,bbc_news_tv,covid,"scientists in the netherlands and canada found that most of the pets who were infected were asymptomatic, or showed very mild symptoms.",neutral,0.697278
02555,2021,07,2021-07,bbc_news_tv,covid,pet owners who test positive should avoid close contact with their animals so they don’t pass on the infection.,neutral,0.714106
02556,2021,07,2021-07,bbc_news_tv,covid,labour are calling for the changes to be delayed until after all covid restrictions are lifted.,anger,0.778325
02557,2021,07,2021-07,bbc_news_tv,covid,"i’m not really concerned about the changing of the furlough scheme because i can see that now there is loads of people that really want to go out, the industry is going to settle down, so keep being positive if we are to face the challenges we will be ready for them.",joy,0.965936
02558,2021,07,2021-07,bbc_news_tv,covid,we need to learn to to learn to live alongside covid.,neutral,0.954426
02559,2021,07,2021-07,bbc_news_tv,covid,"m: we have some news that came in we have some news that just came in relating to the latest coronavirus figures for scotland, and there is another big increase in infections, 4234 another big increase in infections, 423a new cases of covid-19 reported 4234 new cases of covid-19 reported in 423a new cases of covid-19 reported in scotland in the latest 2a hour in scotland in the latest 24 hour period.",surprise,0.699527
02560,2021,07,2021-07,bbc_news_tv,covid,that is another record number of daily cases since the number of daily rases since the pandemic number of daily cases since the pandemic began.,surprise,0.580647
02561,2021,07,2021-07,bbc_news_tv,covid,596 of all tests were positive pandemic began.,neutral,0.786308
02562,2021,07,2021-07,bbc_news_tv,covid,"5% of all tests were positive in that period, and this compares to 3887 new cases this compares to 3587 new rases yesterday, this compares to 3887 new cases yesterday, and the vast majority of these new cases likely to be down to these new rases likely to be down to the these new cases likely to be down to the delta variant.",neutral,0.831623
02563,2021,07,2021-07,bbc_news_tv,covid,"so not great news in scotland, new cases, 423a new in scotland, new cases, 4234 new rases in scotland, new rases, 4234 new rases reported in scotland, new cases, 423a new cases reported in the latest 2a hour rases reported in the latest 24 hour period.",surprise,0.513649
02564,2021,07,2021-07,bbc_news_tv,covid,"the european union has begun rolling out its vaccine passport, which will allow people to move around the continent without having to quarantine.",neutral,0.624498
02565,2021,07,2021-07,bbc_news_tv,covid,"the digital certificate will show whether someone has been vaccinated, tested negative for covid, or recovered from it recently.",neutral,0.922823
02566,2021,07,2021-07,bbc_news_tv,covid,"you’ve needed entry forms, test and vaccination certificates, often issued in a variety of different languages which airline staff and border control officials haven’t always been able to understand.",neutral,0.941332
02567,2021,07,2021-07,bbc_news_tv,covid,but now the has issued a new digital covid certificate which aims to streamline things.,neutral,0.476913
02568,2021,07,2021-07,bbc_news_tv,covid,"it tells you whether you have recovered, been tested, or vaccinated for covid.",neutral,0.896928
02569,2021,07,2021-07,bbc_news_tv,covid,the says countries like britain are working with them to and align covid documents.,neutral,0.959435
02570,2021,07,2021-07,bbc_news_tv,covid,"but with concerns about the delta variant rising, free travel for non- tourists could be some way away.",neutral,0.697298
02571,2021,07,2021-07,bbc_news_tv,covid,"you mentioned 1600 jobs, we reckon there is another a500 jobs from the supply is another 4500 jobs from the supply chain is another a500 jobs from the supply chain alone so between 6000-7000 jobs so this is a big investment.",neutral,0.46921
02572,2021,07,2021-07,bbc_news_tv,covid,"yet, in another sector, furlough, it is pulling out gradually withdrawing the furlough scheme, and longer term that will be a problem for one particular section of society.",neutral,0.642217
02573,2021,07,2021-07,bbc_news_tv,covid,some breaking news - and we’ve just received the latest coronavirus statistics.,surprise,0.539456
02574,2021,07,2021-07,bbc_news_tv,covid,"in the past 2a hours 27,989 new covid cases have been confirmed - that’s the highest daily figure since the end of january.",neutral,0.466672
02575,2021,07,2021-07,bbc_news_tv,covid,and the deaths of a further 22 people have been recorded - that’s people who received a positive covid test in the past 28 days.,surprise,0.438859
02576,2021,07,2021-07,bbc_news_tv,covid,labour are calling for the changes to be delayed until after all covid restrictions are lifted.,anger,0.778325
02577,2021,07,2021-07,bbc_news_tv,covid,"i’m not really concerned about the changing of the furlough scheme because i can see that now there is loads of people that really want to go out, the industry is going to settle down, so i’m being positive if we are to face the challenges we will be ready for them.",joy,0.985535
02578,2021,07,2021-07,bbc_news_tv,covid,"meanwhile, borisjohnson said he sees double vaccination as the ‘key to freedom’ when asked about foreign travel and the easing of covid-19 restrictions.",neutral,0.890321
02579,2021,07,2021-07,bbc_news_tv,covid,"as everybody can see, we will be going forward in the autumn with an extra vaccination programme, a booster programme, for the more vulnerable just to give us that extra insulation, that extra security that we need.",neutral,0.934547
02580,2021,07,2021-07,bbc_news_tv,covid,"i hope people will forgive me if i say that i obviously want travel to be possible, but i have to stress that this year will not be like every other year because of the difficulties with covid.",sadness,0.487118
02581,2021,07,2021-07,bbc_news_tv,covid,50 height -- high case numbers you height -- high use numbers you might not be a height -- high case numbers you might not be a problem but they could be in other countries.,neutral,0.911651
02582,2021,07,2021-07,bbc_news_tv,covid,"in february if you were aged between 55 and 64 and you are put on furlough, the chances of you being still on furlough inmate was 2696.",neutral,0.700839
02583,2021,07,2021-07,bbc_news_tv,covid,"older workers are more spread out throughout the economy and they might be in those businesses that are still a little bit hesitant and they have already had that big reopening, older workers are still there, so our thaw is they haven’t experienced the big reopening, but the sectors they tend to work in weren’t furloughed at high rates so we are thinking it is something about cost.",fear,0.825198
02584,2021,07,2021-07,bbc_news_tv,covid,"the real test is now, as this money is being peelad, how test is now, as this money is being peeled, how will the economy recover?",neutral,0.757579
02585,2021,07,2021-07,bbc_news_tv,covid,"m: we can see that even the cases are we ran see that even the cases are going up, young we can see that even the cases are going up, young people, it is not going up, young peopla, it is not feeding going up, young people, it is not feeding through into serious disease and death.",neutral,0.821571
02586,2021,07,2021-07,bbc_news_tv,covid,daily covid cases reported in scotland have surpassed 4 thousand for the first time since mass testing began.,surprise,0.513636
02587,2021,07,2021-07,bbc_news_tv,covid,"we have to look very carefully at the data and at the moment, what we are seeing is a big increase in cases, seeing is a big increase in rases, 26,000 as seeing is a big increase in cases, 26,000 as you will have seen, but that is not translating into a big increase in serious illness and death.",neutral,0.529619
02588,2021,07,2021-07,bbc_news_tv,covid,the speed of that roll-out has broken that link between infection and mortality.,neutral,0.779935
02589,2021,07,2021-07,bbc_news_tv,covid,"on the 19th, are you going to have the courage and conviction is saying distancing, no mass, courage and conviction is saying distancing, no mess, it will be distancing, no mass, it will be normal distancing, no mess, it will be normal rather than a neutered version of real life?",neutral,0.770196
02590,2021,07,2021-07,bbc_news_tv,covid,"i know how impatient people are to get back to impatient peopla are to get back to total impatient people are to get back to total normality is indeed , and we will be setting out in the course of the next two days what step four will look like exactly, but i think i have said it before, we will be wanting to go back to a world that is as close to the status quo anti-covid as possible to and anti-covid as possibla to and get back to anti-covid as possible to and get back to life as close to it was before covid.",anger,0.973294
02591,2021,07,2021-07,bbc_news_tv,covid,"first, that clear message that they want to go ahead if possible on the 19th, go ahead if possibla on the 19th, but, that go ahead if possible on the 19th, but, that was the but at the end, the signal there may still be some precautions that people with the precautions that peopla with the prime precautions that people with the prime minister said that he would be laying out the details of what that we don’t know what that is without that may be to do with the social distancing measures, masked some situations, maybe some limits on some sorts of gatherings, but that date of the 1951 to remove the final restrictions of social contact with up -- the 19th of some indoor up -- the 19th of july.",neutral,0.853188
02592,2021,06,2021-06,bbc_news_tv,covid,"a health boss says the coronavirus vaccines have ""broken the chain"" between infection and serious illness.",sadness,0.486866
02593,2021,06,2021-06,bbc_news_tv,covid,"chris hopson warned that the delta variant, first discovered in india, is still spreading but he said vaccines appear to be breaking the link between coronavirus cases and serious illness.",fear,0.794075
02594,2021,06,2021-06,bbc_news_tv,covid,can hospitals still cope with the numbers of people who will fall seriously ill with covid-19 before the full effects of mass vaccination are felt?,fear,0.630807
02595,2021,06,2021-06,bbc_news_tv,covid,"it does look as though the vaccines have kind of broken the chain between catching covid-19 and potentially being very, very seriously ill and potentially dying.",fear,0.566059
02596,2021,06,2021-06,bbc_news_tv,covid,"bolton is the area hit hardest by covid’s more transmissible delta variant, first discovered in india.",sadness,0.572969
02597,2021,06,2021-06,bbc_news_tv,covid,this graph shows the number of covid patients in bolton’s hospitals over the last few months.,neutral,0.910613
02598,2021,06,2021-06,bbc_news_tv,covid,but new case numbers are rising noticeably as we mix more and some experts fear the delta variant could take hold in groups which haven’t yet been fully vaccinated.,fear,0.979477
02599,2021,06,2021-06,bbc_news_tv,covid,more mutations could be incorporated into the delta variant that could mean that vaccines are less effective and that’s really what we want to avoid.,neutral,0.90983
02600,2021,06,2021-06,bbc_news_tv,covid,the worst case scenario for us is a variant that is both more transmissible and resistant to vaccination.,disgust,0.957521
02601,2021,06,2021-06,bbc_news_tv,covid,"the indian capital delhi has announced a gradual lifting of covid restrictions, weeks after being ravaged by a second wave.",sadness,0.800998
02602,2021,06,2021-06,bbc_news_tv,covid,"despite the move, officials are still warning the country to prepare for a third wave of coronavirus.",neutral,0.582693
02603,2021,06,2021-06,bbc_news_tv,covid,the head of providers in england says coronavirus vaccines appears to have broken the link between cases and serious illness.,sadness,0.396735
02604,2021,06,2021-06,bbc_news_tv,covid,a cruise ship has left venice - the first to do so since the coronavirus pandemic began.,sadness,0.28096
02605,2021,06,2021-06,bbc_news_tv,covid,a senior official says the vaccination programme appears to have broken the link between cases of covid-19 and serious illness or death.,sadness,0.722037
02606,2021,06,2021-06,bbc_news_tv,covid,the head of providers says people in hospital with the delta variant of coronavirus are significantly younger - which puts less strain on critical care.,neutral,0.831595
02607,2021,06,2021-06,bbc_news_tv,covid,this week we are asking should the unlock from covid restrictions or not?,neutral,0.71707
02608,2021,06,2021-06,bbc_news_tv,covid,scientists fear another wave despite the success of the ’s vaccination programme.,fear,0.983604
02609,2021,06,2021-06,bbc_news_tv,covid,"suggests quite a big increase in the week leading up to may the 29th, that is based on community infections picked up by the office for national statistics, and the daily reported case numbers which are just people who have gone for testing.",neutral,0.539941
02610,2021,06,2021-06,bbc_news_tv,covid,"of course, we have got this delta variant first identified in india which we now know is more transmissible and is increasing cases and is actually now the dominant variant in the .",neutral,0.940734
02611,2021,06,2021-06,bbc_news_tv,covid,"it has been described as a race between the vaccine and the variant but there are some people saying, actually, a huge proportion of adults in the have now been vaccinated and rich countries should start giving away their access vaccines to the poorer countries.",neutral,0.894367
02612,2021,06,2021-06,bbc_news_tv,covid,"the fact of the matter is, you know, we have seen the virus, you know, surge in places with low vaccination with very little access to vaccines.",neutral,0.657952
02613,2021,06,2021-06,bbc_news_tv,covid,"it is about 190 million doses short of where it was hoping to be by the end ofjune and it is kind of outmanoeuvred and outbid by wealthy countries that have blocked up vaccine supplies with bilateral deals with the most promising vaccine developers but the reality is the in particular, i would say, is in a position to be sharing more doses than it is.",anger,0.73007
02614,2021,06,2021-06,bbc_news_tv,covid,"at the current rate it is going, i think it is delivering about 70 million doses more than has been administered so they are really looking at a glut in vaccine supply and, you know, i think for each country should be realising it is in their self interest now to be sharing this vaccines more widely in order to contain the virus as well as slow the spread of these variants that are developing and seem to be boomeranging back to rich countries.",neutral,0.949174
02615,2021,06,2021-06,bbc_news_tv,covid,this is a global pandemic and if there is a future pandemic of this kind hopefully we will all learn from it and we will start right from the beginning to spread the available medicine and help in as wide a way as possible.,neutral,0.930637
02616,2021,06,2021-06,bbc_news_tv,covid,the single-dose vaccine.,neutral,0.849725
02617,2021,06,2021-06,bbc_news_tv,covid,"and so that has been moved off the table of opposition, and their meeting, which is a way to recognise russia as an important ally, and they can talk about common problems like covid, probably even the middle east and other issues the world over.",neutral,0.94237
02618,2021,06,2021-06,bbc_news_tv,covid,"they’ve come out with a communique, one bit of which includes a push to speed up and harmonise drug development so that drug trials can happen a lot more quickly and there are standards for doing it but there’s one thing learned in this pandemic is the normal rather ponderous way that drugs are approved had to be thrown out of the window to get to treatments and vaccines to the patient as quickly as possible and then there are moves to boost international agreements on certification so that vaccine passports and certificates could be more easily available.",neutral,0.947459
02619,2021,06,2021-06,bbc_news_tv,covid,long covid.,neutral,0.916393
02620,2021,06,2021-06,bbc_news_tv,covid,"it had totally changed her life and her message to other 20 year olds and anyone else who has not had and who is eligible, long covid is a very nasty long lasting condition which there is no cure or remedy at the moment.",disgust,0.772665
02621,2021,06,2021-06,bbc_news_tv,covid,"chris hopson warned that the delta variant, first discovered in india, was still spreading but he said vaccines appear to be breaking the link between coronavirus cases and serious illness.",fear,0.835928
02622,2021,06,2021-06,bbc_news_tv,covid,can hospitals still cope with the numbers of people who will fall seriously ill with covid-19 before the full effects of mass vaccination are felt?,fear,0.630807
02623,2021,06,2021-06,bbc_news_tv,covid,"it does look as though the vaccines have kind of broken the chain between catching covid-19 and potentially being very, very seriously ill and potentially dying.",fear,0.566059
02624,2021,06,2021-06,bbc_news_tv,covid,"bolton is the area hit hardest by covid’s more transmissible delta variant, first discovered in india.",sadness,0.572969
02625,2021,06,2021-06,bbc_news_tv,covid,this graph shows the number of covid patients in bolton’s hospitals over the last few months.,neutral,0.910613
02626,2021,06,2021-06,bbc_news_tv,covid,but new case numbers are rising noticeably as we mix more and some experts fear the delta variant could take hold in groups which haven’t yet been fully vaccinated.,fear,0.979477
02627,2021,06,2021-06,bbc_news_tv,covid,more mutations could be incorporated into the delta variant that could mean that vaccines are less effective and that’s really what we want to avoid.,neutral,0.90983
02628,2021,06,2021-06,bbc_news_tv,covid,the worst case scenario for us is a variant that is both more transmissible and resistant to vaccination.,disgust,0.957521
02629,2021,06,2021-06,bbc_news_tv,covid,"the latest government figures show there were 5,765 new coronavirus infections and 13 deaths, in the latest 24-hour period.",neutral,0.546569
02630,2021,06,2021-06,bbc_news_tv,covid,"in the vaccine roll-out over 174,000 people have received a first vaccine dose in the last 2a hours.",neutral,0.508572
02631,2021,06,2021-06,bbc_news_tv,covid,coronavirus restrictions have eased for millions of people in scotland.,neutral,0.951745
02632,2021,06,2021-06,bbc_news_tv,covid,"but the number of cases of coronavirus in scotland has been rising, they’ve more than tripled in the last month.",surprise,0.481177
02633,2021,06,2021-06,bbc_news_tv,covid,"in glasgow, people are making the most of life with fewer restrictions, but fear there is still some way to go before they can celebrate the end of the covid pandemic.",fear,0.965458
02634,2021,06,2021-06,bbc_news_tv,covid,the head of providers in england says coronavirus vaccines appears to have broken the link between cases and serious illness.,sadness,0.396734
02635,2021,06,2021-06,bbc_news_tv,covid,a cruise ship has left venice - the first to do so since the coronavirus pandemic began.,sadness,0.28096
02636,2021,06,2021-06,bbc_news_tv,covid,a senior official says the vaccination programme appears to have broken the link between cases of the covid-19 and serious illness or death.,sadness,0.765625
02637,2021,06,2021-06,bbc_news_tv,covid,the head of providers says people in hospital with the delta variant of coronavirus are significantly younger - which puts less strain on critical care.,neutral,0.831595
02638,2021,06,2021-06,bbc_news_tv,covid,"a health boss says the coronavirus vaccines have ""broken the chain"" between infection and serious illness.",sadness,0.486866
02639,2021,06,2021-06,bbc_news_tv,covid,"chris hopson warned that the delta variant, first discovered in india, is still spreading but he said vaccines appear to be breaking the link between coronavirus cases and serious illness.",fear,0.794075
02640,2021,06,2021-06,bbc_news_tv,covid,it’s the big question of the summer - can hospitals still cope with the numbers of people who’ll fall seriously ill with covid-19 before the full effects of mass vaccination are felt?,fear,0.699739
02641,2021,06,2021-06,bbc_news_tv,covid,"it does look as though the vaccines have kind of broken the chain between catching covid-19 and potentially being very, very seriously ill and potentially dying.",fear,0.566059
02642,2021,06,2021-06,bbc_news_tv,covid,"bolton is the area hit hardest by covid’s more transmissible delta variant, first discovered in india.",sadness,0.572969
02643,2021,06,2021-06,bbc_news_tv,covid,this graph shows the number of covid patients in bolton’s hospitals over the last few months.,neutral,0.910613
02644,2021,06,2021-06,bbc_news_tv,covid,more mutations could be incorporated into the delta variant that could mean that vaccines are less effective and that is really what we want to avoid.,neutral,0.88279
02645,2021,06,2021-06,bbc_news_tv,covid,the worst-case scenario for us is a variant that is both more transmissible and resistant to vaccination.,disgust,0.769452
02646,2021,06,2021-06,bbc_news_tv,covid,"well, i think things, generally speaking, anyone can, you can speaking, anyone ran, you ran assume speaking, anyone can, you can assume that rules were meant to assume that mles were meant to be not assume that rules were meant to be not broken but bent.",neutral,0.946501
02647,2021,06,2021-06,bbc_news_tv,covid,a senior official says the vaccination programme appears to have broken the link between cases of the covid-19 -- appears to have broken the link between cases of covid-19 and serious illness or death.,sadness,0.607306
02648,2021,06,2021-06,bbc_news_tv,covid,"the head of providers says people in hospital with the delta variant of coronavirus are significantly younger, which puts less strain on critical care.",neutral,0.837644
02649,2021,06,2021-06,bbc_news_tv,covid,"because of covid, a lot of the cities are looking at how are they going to get tourism back?",neutral,0.904111
02650,2021,06,2021-06,bbc_news_tv,covid,"76 million lego bricks, they are hybrid lego animals which move when you access them through the app, and augmented reality contactless safari, and post-covid the park’s director is optimistic that most of us will eventually return.",neutral,0.869407
02651,2021,06,2021-06,bbc_news_tv,covid,"we’ve had measures in place such a social distancing, so we have had to reduce the number of people coming into the park in the first place.",neutral,0.922898
02652,2021,06,2021-06,bbc_news_tv,covid,"a health boss says the coronavirus vaccines have ""broken the chain"" between infection and serious illness.",sadness,0.486866
02653,2021,06,2021-06,bbc_news_tv,covid,"chris hopson warned that the delta variant, first discovered in india, is still spreading but he said vaccines appear to be breaking the link between coronavirus cases and serious illness.",fear,0.794075
02654,2021,06,2021-06,bbc_news_tv,covid,it’s the big question of the summer - can hospitals still cope with the numbers of people who’ll fall seriously ill with covid-19 before the full effects of mass vaccination are felt?,fear,0.699739
02655,2021,06,2021-06,bbc_news_tv,covid,"it does look as though the vaccines have kind of broken the chain between catching covid-19 and potentially being very, very seriously ill and potentially dying.",fear,0.566059
02656,2021,06,2021-06,bbc_news_tv,covid,"bolton is the area hit hardest by covid’s more transmissible delta variant, first discovered in india.",sadness,0.572969
02657,2021,06,2021-06,bbc_news_tv,covid,this graph shows the number of covid patients in bolton’s hospitals over the last few months.,neutral,0.910613
02658,2021,06,2021-06,bbc_news_tv,covid,"but new cases are rising noticeably as we mix more, and some experts fear the delta variant could take hold in groups which haven’t yet been fully vaccinated.",fear,0.975733
02659,2021,06,2021-06,bbc_news_tv,covid,more mutations could be incorporated into the delta variant that could mean that vaccines are less effective and that is really what we want to avoid.,neutral,0.88279
02660,2021,06,2021-06,bbc_news_tv,covid,the worst-case scenario for us is a variant that is both more transmissible and resistant to vaccination.,disgust,0.769452
02661,2021,06,2021-06,bbc_news_tv,covid,"a bipartisan delegation of three united states senators have arrived in taiwan, where they’ve announced that washington will donate 750,000 coronavirus vaccine doses to its ally.",joy,0.873146
02662,2021,06,2021-06,bbc_news_tv,covid,a senior official says the vaccination programme appears to have broken the link between cases of the covid-19 and serious illness or death.,sadness,0.765625
02663,2021,06,2021-06,bbc_news_tv,covid,"the head of providers says people in hospital with the delta variant of coronavirus are significantly younger, which puts less strain on critical care.",neutral,0.837644
02664,2021,06,2021-06,bbc_news_tv,covid,cindy got covid.,neutral,0.904135
02665,2021,06,2021-06,bbc_news_tv,covid,insiders have told the large numbers of children here now have covid.,neutral,0.89459
02666,2021,06,2021-06,bbc_news_tv,covid,"pupils are urged to take a covid test before returning to school after half term, amid rising infections.",fear,0.539943
02667,2021,06,2021-06,bbc_news_tv,covid,"this year, because of covid, there is no d-day tourism.",neutral,0.438693
02668,2021,03,2021-03,bbc_news_tv,covid,"if you want to tell me your reaction to the budget - or any of our main stories today - you can tweet me at annita underscore mcveigh or use the hashtag your questions countries with more overweight people have had the highest death rates from covid 19, a report says, as the government looks at a reward scheme to encourage people to lose weight.",neutral,0.826209
02669,2021,03,2021-03,bbc_news_tv,covid,he was being treated for an infection and moved to bartholomew’s hospital in london on monday.,sadness,0.955464
02670,2021,03,2021-03,bbc_news_tv,covid,"16 nights so far in hospital, initially, of course, at the king edward hospital, he went in there on the 16th of february and he was transferred to sin bartholomew is on monday of this week.",sadness,0.766113
02671,2021,03,2021-03,bbc_news_tv,covid,billed as a budget to rescue an economy ravaged by covid.,sadness,0.770569
